prev,curr,n
List_of_tsunamis,2015_Illapel_earthquake,1
List_of_tsunamis,2016_Kaikōura_earthquake,1
List_of_tsunamis,2018_Sulawesi_earthquake_and_tsunami,1
List_of_tsunamis,365_Crete_earthquake,1
List_of_tsunamis,Lists_of_earthquakes,1
List_of_tsunamis,Tsunami,1
List_of_urban_parks_by_size,Chugach_State_Park,1
List_of_zoos_in_the_United_States,Alaska_Wildlife_Conservation_Center,1
List_of_zoos_in_the_United_States,Alaska_Zoo,1
Lists_of_20th-century_earthquakes,1960_Valdivia_earthquake,1
Lists_of_20th-century_earthquakes,1964_Alaska_earthquake,1
Lists_of_20th-century_earthquakes,Lists_of_21st-century_earthquakes,1
Lists_of_20th-century_earthquakes,Lists_of_earthquakes,1
Lists_of_20th-century_earthquakes,Moment_magnitude_scale,1
Lists_of_21st-century_earthquakes,2001_Gujarat_earthquake,1
Lists_of_21st-century_earthquakes,2004_Indian_Ocean_earthquake_and_tsunami,1
Lists_of_21st-century_earthquakes,2005_Kashmir_earthquake,1
Lists_of_21st-century_earthquakes,2008_Sichuan_earthquake,1
Lists_of_21st-century_earthquakes,2010_Haiti_earthquake,1
Lists_of_21st-century_earthquakes,2018_Anchorage_earthquake,1
Lists_of_21st-century_earthquakes,2018_Sulawesi_earthquake_and_tsunami,1
Lists_of_21st-century_earthquakes,April_2015_Nepal_earthquake,1
Lists_of_21st-century_earthquakes,List_of_earthquakes_in_2018,1
Lists_of_21st-century_earthquakes,Lists_of_earthquakes,1
Lists_of_earthquakes,1556_Shaanxi_earthquake,1
Lists_of_earthquakes,1693_Sicily_earthquake,1
Lists_of_earthquakes,1700_Cascadia_earthquake,1
Lists_of_earthquakes,1755_Lisbon_earthquake,1
Lists_of_earthquakes,1906_San_Francisco_earthquake,1
Lists_of_earthquakes,1908_Messina_earthquake,1
Lists_of_earthquakes,1957_Andreanof_Islands_earthquake,1
Lists_of_earthquakes,1960_Valdivia_earthquake,1
Lists_of_earthquakes,1964_Alaska_earthquake,1
Lists_of_earthquakes,1965_Rat_Islands_earthquake,1
Lists_of_earthquakes,1989_Loma_Prieta_earthquake,1
Lists_of_earthquakes,1994_Northridge_earthquake,1
Lists_of_earthquakes,1999_Jiji_earthquake,1
Lists_of_earthquakes,2002_Denali_earthquake,1
Lists_of_earthquakes,2004_Indian_Ocean_earthquake_and_tsunami,1
Lists_of_earthquakes,2008_Sichuan_earthquake,1
Lists_of_earthquakes,2010_Chile_earthquake,1
Lists_of_earthquakes,2010_Haiti_earthquake,1
Lists_of_earthquakes,2012_Indian_Ocean_earthquakes,1
Lists_of_earthquakes,2015_Illapel_earthquake,1
Lists_of_earthquakes,2016_Ecuador_earthquake,1
Lists_of_earthquakes,2016_Gyeongju_earthquake,1
Lists_of_earthquakes,365_Crete_earthquake,1
Lists_of_earthquakes,869_Jōgan_earthquake,1
Lists_of_earthquakes,Earthquake,1
Lists_of_earthquakes,Great_Hanshin_earthquake,1
Lists_of_earthquakes,List_of_earthquakes_in_2018,1
Lists_of_earthquakes,List_of_earthquakes_in_Alaska,1
Lists_of_earthquakes,List_of_earthquakes_in_India,1
Lists_of_earthquakes,List_of_earthquakes_in_Japan,1
Lists_of_earthquakes,List_of_earthquakes_in_New_Zealand,1
Lists_of_earthquakes,List_of_earthquakes_in_the_United_States,1
Lists_of_earthquakes,Lists_of_20th-century_earthquakes,1
Lists_of_earthquakes,Lists_of_21st-century_earthquakes,1
Lists_of_earthquakes,Seismic_magnitude_scales,1
Logarithmic_scale,Richter_magnitude_scale,1
Love_wave,S_wave,1
Magadan,"Anchorage,_Alaska",1
Magnitude,Moment_magnitude_scale,1
Magnitude,Richter_magnitude_scale,1
Magnitude,Seismic_magnitude_scales,1
Maine_Mariners_(ECHL),Alaska_Aces_(ECHL),1
Maine_Mariners_(ECHL),ECHL,1
Maine_Mariners_(ECHL),"Portland,_Maine",1
Mario_Chalmers,"Anchorage,_Alaska",1
Mario_Chalmers,Bartlett_High_School_(Alaska),1
Mario_Chalmers,Trajan_Langdon,1
Mark_Begich,2014_United_States_Senate_election_in_Alaska,1
Mark_Begich,2018_Alaska_gubernatorial_election,1
Mark_Begich,Alaska,1
Mark_Begich,"Anchorage,_Alaska",1
Mark_Begich,Dan_Sullivan_(Anchorage_mayor),1
Mark_Begich,Dan_Sullivan_(U.S._senator),1
Mark_Begich,Hale_Boggs,1
Mark_Begich,"List_of_mayors_of_Anchorage,_Alaska",1
Mark_Begich,Tom_Begich,1
Martin_Sensmeier,Native_Americans_in_the_United_States,1
"Matanuska-Susitna_Borough,_Alaska",Borough_(United_States),1
"Matanuska-Susitna_Borough,_Alaska","Houston,_Alaska",1
"Matanuska-Susitna_Borough,_Alaska","Palmer,_Alaska",1
"Matanuska-Susitna_Borough,_Alaska","Wasilla,_Alaska",1
Matanuska-Susitna_Valley,"Matanuska-Susitna_Borough,_Alaska",1
May_2015_Nepal_earthquake,April_2015_Nepal_earthquake,1
Megathrust_earthquake,1700_Cascadia_earthquake,1
Megathrust_earthquake,1755_Lisbon_earthquake,1
Megathrust_earthquake,1960_Valdivia_earthquake,1
Megathrust_earthquake,1964_Alaska_earthquake,1
Megathrust_earthquake,1965_Rat_Islands_earthquake,1
Megathrust_earthquake,1985_Mexico_City_earthquake,1
Megathrust_earthquake,2004_Indian_Ocean_earthquake_and_tsunami,1
Megathrust_earthquake,2010_Chile_earthquake,1
Megathrust_earthquake,2015_Illapel_earthquake,1
Megathrust_earthquake,365_Crete_earthquake,1
Megathrust_earthquake,869_Jōgan_earthquake,1
Megathrust_earthquake,Earthquake,1
Megathrust_earthquake,Fault_(geology),1
Megathrust_earthquake,Moment_magnitude_scale,1
Megathrust_earthquake,Subduction,1
Memphis_International_Airport,FedEx_Express,1
Memphis_International_Airport,List_of_busiest_airports_by_cargo_traffic,1
Memphis_International_Airport,List_of_the_busiest_airports_in_the_United_States,1
Metropolitan_area,Metropolitan_statistical_area,1
Metropolitan_area,United_States,1
Metropolitan_area,Urban_area,1
Metropolitan_statistical_area,2010_United_States_census,1
Metropolitan_statistical_area,Anchorage_metropolitan_area,1
Metropolitan_statistical_area,List_of_United_States_cities_by_population,1
Metropolitan_statistical_area,List_of_United_States_urban_areas,1
Metropolitan_statistical_area,United_States,1
Michelle_Shocked,Anchorage_(song),1
Mitt_Romney,Donald_Trump,1
Mitt_Romney,John_McCain,1
Mitt_Romney,President_of_the_United_States,1
Mitt_Romney,Sarah_Palin,1
Modified_Mercalli_intensity_scale,Earthquake,1
Modified_Mercalli_intensity_scale,Japan_Meteorological_Agency_seismic_intensity_scale,1
Modified_Mercalli_intensity_scale,Moment_magnitude_scale,1
Modified_Mercalli_intensity_scale,Richter_magnitude_scale,1
Modified_Mercalli_intensity_scale,Seismic_magnitude_scales,1
Moment_magnitude_scale,Earthquake,1
Moment_magnitude_scale,Lists_of_earthquakes,1
Moment_magnitude_scale,Logarithmic_scale,1
Moment_magnitude_scale,Richter_magnitude_scale,1
Moment_magnitude_scale,Seismic_magnitude_scales,1
Moment_magnitude_scale,Seismic_moment,1
Moment_magnitude_scale,Shear_modulus,1
Montreal,Metropolitan_area,1
Montreal,Urban_area,1
Moose,Contiguous_United_States,1
Moose,Taiga,1
Mortal_Engines_Quartet,"Anchorage,_Alaska",1
Mortal_Engines_Quartet,Helsinki,1
Mortal_Engines_Quartet,Predator's_Gold,1
Mount_Everest,Denali,1
Mount_Everest,Everest_base_camps,1
Mount_Logan,Denali,1
Mountain_goat,Dall_sheep,1
Multiracial_Americans,African_Americans,1
Multiracial_Americans,Hispanic_and_Latino_Americans,1
Murmansk,Saint_Petersburg,1
Murmansk,Tromsø,1
Mushing,Iditarod_Trail_Sled_Dog_Race,1
National_Collegiate_Athletic_Association,United_States,1
Native_Americans_in_the_United_States,Alaska,1
Native_Americans_in_the_United_States,Alaska_Natives,1
Native_Americans_in_the_United_States,Aleut,1
Native_Americans_in_the_United_States,United_States,1
New_York_(state),Beaver,1
New_York_(state),California,1
New_York_(state),Demonym,1
New_York_(state),List_of_United_States_cities_by_population,1
New_York_(state),List_of_capitals_in_the_United_States,1
New_York_(state),List_of_largest_cities_of_U.S._states_and_territories_by_population,1
New_York_(state),Metropolitan_statistical_area,1
New_York_(state),New_York_City,1
New_York_(state),Rhode_Island,1
New_York_(state),U.S._state,1
New_York_(state),United_States,1
New_York_City,2010_United_States_census,1
New_York_City,African_Americans,1
New_York_City,Asian_Americans,1
New_York_City,Boston,1
New_York_City,California,1
New_York_City,Contiguous_United_States,1
New_York_City,County_statistics_of_the_United_States,1
New_York_City,Democratic_Party_(United_States),1
New_York_City,Demonym,1
New_York_City,Hispanic_and_Latino_Americans,1
New_York_City,Köppen_climate_classification,1
New_York_City,List_of_United_States_cities_by_population,1
New_York_City,List_of_capitals_in_the_United_States,1
New_York_City,List_of_the_busiest_airports_in_the_United_States,1
New_York_City,Metropolitan_area,1
New_York_City,Metropolitan_statistical_area,1
New_York_City,Montreal,1
New_York_City,Native_Americans_in_the_United_States,1
New_York_City,New_York_(state),1
New_York_City,Non-Hispanic_whites,1
New_York_City,Philadelphia,1
New_York_City,Tokyo,1
New_York_City,U.S._state,1
New_York_City,United_States,1
New_York_City,Urban_area,1
New_York_City,White_Americans,1
"Nome,_Alaska",1925_serum_run_to_Nome,1
"Nome,_Alaska",Alaska,1
"Nome,_Alaska",Alaska_Natives,1
"Nome,_Alaska","Anchorage,_Alaska",1
"Nome,_Alaska",Balto,1
"Nome,_Alaska","Fairbanks,_Alaska",1
"Nome,_Alaska",Iditarod_Trail_Sled_Dog_Race,1
"Nome,_Alaska",The_Fourth_Kind,1
"Nome,_Alaska",University_of_Alaska_Fairbanks,1
"Nome,_Alaska","Unorganized_Borough,_Alaska",1
Non-Hispanic_whites,California,1
Non-Hispanic_whites,Hispanic_and_Latino_Americans,1
Non-Hispanic_whites,White_Americans,1
North_America,California,1
North_America,Contiguous_United_States,1
North_America,Demonym,1
North_America,United_States,1
North_American_Plate,North_America,1
North_American_Plate,San_Andreas_Fault,1
"North_Pole,_Alaska",Alaska,1
"North_Pole,_Alaska","Fairbanks,_Alaska",1
"North_Slope_Borough,_Alaska",Alaska,1
"North_Slope_Borough,_Alaska",Alaska_North_Slope,1
"North_Slope_Borough,_Alaska",Brooks_Range,1
"North_Slope_Borough,_Alaska",List_of_boroughs_and_census_areas_in_Alaska,1
"North_Slope_Borough,_Alaska","Prudhoe_Bay,_Alaska",1
"North_Slope_Borough,_Alaska","Utqiagvik,_Alaska",1
Northern_Exposure,"Anchorage,_Alaska",1
Northern_Exposure,"Talkeetna,_Alaska",1
Northwest_Airlines_Flight_85,Ted_Stevens_Anchorage_International_Airport,1
Oslo,Helsinki,1
Oslo,Metropolitan_area,1
Oslo,Reykjavík,1
Oslo,Stockholm,1
Oslo,Tokyo,1
Oslo,Urban_area,1
Outside_(Alaska),Contiguous_United_States,1
P_wave,S_wave,1
Pacific_Plate,North_American_Plate,1
Pacific_Rim_(film),"Anchorage,_Alaska",1
"Palmer,_Alaska","Anchorage,_Alaska",1
"Palmer,_Alaska","Matanuska-Susitna_Borough,_Alaska",1
Pan_Am_Flight_103,Frankfurt,1
Pan_Am_Flight_103,Moment_magnitude_scale,1
Pan_Am_Flight_103,United_States,1
Peak_ground_acceleration,2016_Kaikōura_earthquake,1
Peak_ground_acceleration,Modified_Mercalli_intensity_scale,1
Philadelphia,African_Americans,1
Philadelphia,Boston,1
Philadelphia,Consolidated_city-county,1
Philadelphia,Frankfurt,1
Philadelphia,List_of_United_States_cities_by_population,1
Philadelphia,List_of_capitals_in_the_United_States,1
Philadelphia,Metropolitan_area,1
Philadelphia,Metropolitan_statistical_area,1
Philadelphia,New_York_City,1
Philadelphia,U.S._state,1
Philadelphia,United_States,1
"Phoenix,_Arizona",List_of_United_States_cities_by_area,1
"Phoenix,_Arizona",List_of_United_States_cities_by_population,1
"Phoenix,_Arizona",List_of_United_States_urban_areas,1
"Phoenix,_Arizona",List_of_capitals_in_the_United_States,1
"Phoenix,_Arizona",Metropolitan_area,1
"Phoenix,_Arizona",Metropolitan_statistical_area,1
"Phoenix,_Arizona",Philadelphia,1
"Phoenix,_Arizona",U.S._state,1
"Phoenix,_Arizona",United_States,1
"Phoenix,_Arizona",Urban_area,1
"Portage,_Anchorage",1964_Alaska_earthquake,1
"Portage,_Anchorage",Turnagain_Arm,1
"Portland,_Maine",Maine_Mariners_(ECHL),1
"Portland,_Maine",Metropolitan_area,1
"Portland,_Maine",Metropolitan_statistical_area,1
Predator's_Gold,Mortal_Engines_Quartet,1
President_of_the_United_States,Air_Force_One,1
President_of_the_United_States,Democratic_Party_(United_States),1
President_of_the_United_States,Donald_Trump,1
President_of_the_United_States,New_York_(state),1
President_of_the_United_States,United_States,1
"Prudhoe_Bay,_Alaska",Alaska,1
"Prudhoe_Bay,_Alaska","Fairbanks,_Alaska",1
"Prudhoe_Bay,_Alaska","North_Slope_Borough,_Alaska",1
"Prudhoe_Bay,_Alaska",Prudhoe_Bay_Oil_Field,1
"Prudhoe_Bay,_Alaska",Trans-Alaska_Pipeline_System,1
"Prudhoe_Bay,_Alaska","Utqiagvik,_Alaska",1
Prudhoe_Bay_Oil_Field,Alaska_North_Slope,1
Prudhoe_Bay_Oil_Field,"Prudhoe_Bay,_Alaska",1
Prudhoe_Bay_Oil_Field,Trans-Alaska_Pipeline_System,1
Ravn_Alaska,Ted_Stevens_Anchorage_International_Airport,1
Rhode_Island,New_York_(state),1
Richter_magnitude_scale,1960_Valdivia_earthquake,1
Richter_magnitude_scale,Charles_Francis_Richter,1
Richter_magnitude_scale,Earthquake,1
Richter_magnitude_scale,Modified_Mercalli_intensity_scale,1
Richter_magnitude_scale,Moment_magnitude_scale,1
Richter_magnitude_scale,Seismic_magnitude_scales,1
Robert_Hansen,"Anchorage,_Alaska",1
Robert_Hansen,Matanuska-Susitna_Valley,1
Robert_Hansen,The_Frozen_Ground,1
S_wave,Love_wave,1
S_wave,P_wave,1
Saint_Petersburg,Helsinki,1
San_Andreas_Fault,1857_Fort_Tejon_earthquake,1
San_Andreas_Fault,1906_San_Francisco_earthquake,1
San_Andreas_Fault,1989_Loma_Prieta_earthquake,1
San_Andreas_Fault,1994_Northridge_earthquake,1
San_Andreas_Fault,California,1
San_Andreas_Fault,Fault_(geology),1
San_Andreas_Fault,Moment_magnitude_scale,1
San_Andreas_Fault,North_American_Plate,1
San_Andreas_Fault,Pacific_Plate,1
Sarah_Palin,2018_Anchorage_earthquake,1
Sarah_Palin,Bristol_Palin,1
Sarah_Palin,Donald_Trump,1
Sarah_Palin,"Eagle_River,_Anchorage",1
Sarah_Palin,John_McCain,1
Sarah_Palin,"Ketchikan,_Alaska",1
Sarah_Palin,Lisa_Murkowski,1
Sarah_Palin,"Wasilla,_Alaska",1
Seattle,2001_Nisqually_earthquake,1
Seattle,African_Americans,1
Seattle,Alaska,1
Seattle,Alaska_Airlines,1
Seattle,Contiguous_United_States,1
Seattle,List_of_United_States_cities_by_population,1
Seattle,List_of_United_States_urban_areas,1
Seattle,Metropolitan_area,1
Seattle,Metropolitan_statistical_area,1
Seattle,Native_Americans_in_the_United_States,1
Seattle,New_York_City,1
Seattle,North_America,1
Seattle,Reykjavík,1
Seattle,U.S._state,1
Seattle,Urban_area,1
Seattle,West_Coast_of_the_United_States,1
Seattle,White_Americans,1
Seismic_magnitude_scales,Moment_magnitude_scale,1
Seismic_magnitude_scales,Richter_magnitude_scale,1
Seismic_moment,Moment_magnitude_scale,1
Seismic_moment,Shear_modulus,1
Seismometer,Earthquake,1
"Seward,_Alaska",Alaska,1
"Seward,_Alaska","Kenai_Peninsula_Borough,_Alaska",1
"Seward,_Alaska","Soldotna,_Alaska",1
"Seward,_Alaska",William_H._Seward,1
Seward_Highway,"Seward,_Alaska",1
Shemya,Aleutian_Islands,1
"Sitka,_Alaska",Alaska,1
"Sitka,_Alaska",Alaska_Purchase,1
"Sitka,_Alaska",Consolidated_city-county,1
"Sitka,_Alaska","Juneau,_Alaska",1
"Sitka,_Alaska",Southeast_Alaska,1
Soil_liquefaction,1964_Alaska_earthquake,1
Soil_liquefaction,1989_Loma_Prieta_earthquake,1
Soil_liquefaction,2010_Canterbury_earthquake,1
Soil_liquefaction,Great_Hanshin_earthquake,1
"Soldotna,_Alaska","Kenai_Peninsula_Borough,_Alaska",1
Southcentral_Alaska,"Anchorage,_Alaska",1
Southeast_Alaska,Alaska,1
Southeast_Alaska,"Juneau,_Alaska",1
Southeast_Alaska,"Ketchikan,_Alaska",1
Southeast_Alaska,"Sitka,_Alaska",1
Sports_in_Alaska,Anchorage_Bucs,1
Sports_in_Alaska,Anchorage_Glacier_Pilots,1
Stateside_Puerto_Ricans,Hispanic_and_Latino_Americans,1
Stockholm,Helsinki,1
Stockholm,Metropolitan_area,1
Stockholm,Oslo,1
Stockholm,Reykjavík,1
Stockholm,Saint_Petersburg,1
Stockholm,Urban_area,1
Subarctic_climate,Köppen_climate_classification,1
Subarctic_climate,Taiga,1
Subduction,Megathrust_earthquake,1
Sullivan_Arena,Alaska_Aces_(ECHL),1
Sullivan_Arena,Alaska_Airlines_Center,1
Sullivan_Arena,Alaska_Anchorage_Seawolves,1
Surface-wave_magnitude,Seismic_magnitude_scales,1
Taiga,Chamaenerion_angustifolium,1
Taiga,Köppen_climate_classification,1
"Talkeetna,_Alaska","Matanuska-Susitna_Borough,_Alaska",1
Ted_Stevens_Anchorage_International_Airport,Adak_Airport,1
Ted_Stevens_Anchorage_International_Airport,Alaska,1
Ted_Stevens_Anchorage_International_Airport,Alaska_Airlines,1
Ted_Stevens_Anchorage_International_Airport,Alaska_Railroad,1
Ted_Stevens_Anchorage_International_Airport,"Anchorage,_Alaska",1
Ted_Stevens_Anchorage_International_Airport,"Fairbanks,_Alaska",1
Ted_Stevens_Anchorage_International_Airport,Fairbanks_International_Airport,1
Ted_Stevens_Anchorage_International_Airport,FedEx_Express,1
Ted_Stevens_Anchorage_International_Airport,"Juneau,_Alaska",1
Ted_Stevens_Anchorage_International_Airport,Korean_Air_Lines_Flight_007,1
Ted_Stevens_Anchorage_International_Airport,List_of_busiest_airports_by_cargo_traffic,1
Ted_Stevens_Anchorage_International_Airport,Memphis_International_Airport,1
Ted_Stevens_Anchorage_International_Airport,Northwest_Airlines_Flight_85,1
Ted_Stevens_Anchorage_International_Airport,Ravn_Alaska,1
Territories_of_the_United_States,Donald_Trump,1
Territories_of_the_United_States,Native_Americans_in_the_United_States,1
Territories_of_the_United_States,U.S._state,1
Territories_of_the_United_States,United_States,1
The_Fourth_Kind,"Nome,_Alaska",1
The_Frozen_Ground,Robert_Hansen,1
Tokyo,Demonym,1
Tokyo,Fukushima_nuclear_disaster,1
Tokyo,Incheon,1
Tokyo,Köppen_climate_classification,1
Tokyo,Megathrust_earthquake,1
Tokyo,Metropolitan_area,1
Tokyo,New_York_City,1
Tokyo,Slow_earthquake,1
Tom_Begich,Mark_Begich,1
Tongan_Americans,Samoan_Americans,1
Trans-Alaska_Pipeline_System,Alaska,1
Trans-Alaska_Pipeline_System,Alyeska_Pipeline_Service_Company,1
Trans-Alaska_Pipeline_System,"Anchorage,_Alaska",1
Trans-Alaska_Pipeline_System,"Fairbanks,_Alaska",1
Trans-Alaska_Pipeline_System,"North_Pole,_Alaska",1
Trans-Alaska_Pipeline_System,"Prudhoe_Bay,_Alaska",1
Trans-Alaska_Pipeline_System,Prudhoe_Bay_Oil_Field,1
Trans-Alaska_Pipeline_System,"Valdez,_Alaska",1
Tsunami,1755_Lisbon_earthquake,1
Tsunami,1908_Messina_earthquake,1
Tsunami,1946_Aleutian_Islands_earthquake,1
Tsunami,1958_Lituya_Bay_earthquake_and_megatsunami,1
Tsunami,1960_Valdivia_earthquake,1
Tsunami,2004_Indian_Ocean_earthquake_and_tsunami,1
Tsunami,365_Crete_earthquake,1
Tsunami,Earthquake,1
Tsunami,Fukushima_nuclear_disaster,1
Tsunami,List_of_tsunamis,1
Tsunami,Lists_of_earthquakes,1
Tsunami,Megathrust_earthquake,1
Tsunami,Submarine_earthquake,1
Tsunami,Tsunami_warning_system,1
Tsunami_warning_system,Tsunami,1
U.S._state,Alaska,1
U.S._state,California,1
U.S._state,List_of_states_and_territories_of_the_United_States,1
U.S._state,New_York_(state),1
U.S._state,President_of_the_United_States,1
U.S._state,Rhode_Island,1
U.S._state,Territories_of_the_United_States,1
U.S._state,United_States,1
United_States,2010_United_States_census,1
United_States,African_Americans,1
United_States,Alaska,1
United_States,Alaska_Natives,1
United_States,Alaska_Purchase,1
United_States,Aleutian_Islands,1
United_States,Apollo_11,1
United_States,Asian_Americans,1
United_States,Boston,1
United_States,California,1
United_States,Contiguous_United_States,1
United_States,Coordinated_Universal_Time,1
United_States,Democratic_Party_(United_States),1
United_States,Demonym,1
United_States,Denali,1
United_States,Donald_Trump,1
United_States,Filipino_Americans,1
United_States,Hispanic_and_Latino_Americans,1
United_States,Köppen_climate_classification,1
United_States,List_of_United_States_cities_by_population,1
United_States,List_of_airports_in_the_United_States,1
United_States,List_of_earthquakes_in_the_United_States,1
United_States,List_of_extreme_points_of_the_United_States,1
United_States,List_of_states_and_territories_of_the_United_States,1
United_States,Metropolitan_statistical_area,1
United_States,Multiracial_Americans,1
United_States,Native_Americans_in_the_United_States,1
United_States,New_York_(state),1
United_States,New_York_City,1
United_States,Non-Hispanic_whites,1
United_States,North_America,1
United_States,Philadelphia,1
United_States,"Phoenix,_Arizona",1
United_States,President_of_the_United_States,1
United_States,Rhode_Island,1
United_States,Seattle,1
United_States,Stateside_Puerto_Ricans,1
United_States,Subarctic_climate,1
United_States,Tagalog_language,1
United_States,Territories_of_the_United_States,1
United_States,U.S._state,1
United_States,West_Coast_of_the_United_States,1
United_States,White_Americans,1
United_States_Geological_Survey,United_States,1
University_of_Alaska_Anchorage,Alaska_Anchorage_Seawolves,1
University_of_Alaska_Anchorage,"Anchorage,_Alaska",1
University_of_Alaska_Anchorage,Great_Northwest_Athletic_Conference,1
University_of_Alaska_Anchorage,University_of_Alaska_system,1
University_of_Alaska_Anchorage,Western_Collegiate_Hockey_Association,1
University_of_Alaska_Fairbanks,Alaska,1
University_of_Alaska_Fairbanks,"Fairbanks,_Alaska",1
University_of_Alaska_Fairbanks,University_of_Alaska_system,1
University_of_Alaska_system,"Anchorage,_Alaska",1
University_of_Alaska_system,"Juneau,_Alaska",1
University_of_Alaska_system,University_of_Alaska_Anchorage,1
University_of_Alaska_system,University_of_Alaska_Fairbanks,1
"Unorganized_Borough,_Alaska",Alaska,1
"Unorganized_Borough,_Alaska",List_of_boroughs_and_census_areas_in_Alaska,1
"Unorganized_Borough,_Alaska","Nome,_Alaska",1
Urban_area,List_of_United_States_urban_areas,1
Urban_area,Metropolitan_area,1
Urban_area,Metropolitan_statistical_area,1
Urban_area,New_York_City,1
"Utqiagvik,_Alaska",Alaska,1
"Utqiagvik,_Alaska",Alaska_Airlines,1
"Utqiagvik,_Alaska",Alaska_Natives,1
"Utqiagvik,_Alaska","Anchorage,_Alaska",1
"Utqiagvik,_Alaska","Fairbanks,_Alaska",1
"Utqiagvik,_Alaska",Iñupiat,1
"Utqiagvik,_Alaska",Larry_Csonka,1
"Utqiagvik,_Alaska",List_of_extreme_points_of_the_United_States,1
"Utqiagvik,_Alaska",List_of_northernmost_settlements,1
"Utqiagvik,_Alaska","North_Slope_Borough,_Alaska",1
"Utqiagvik,_Alaska","Prudhoe_Bay,_Alaska",1
"Valdez,_Alaska",1964_Alaska_earthquake,1
"Valdez,_Alaska",Alaska,1
"Valdez,_Alaska",Trans-Alaska_Pipeline_System,1
"Valdez,_Alaska","Valdez–Cordova_Census_Area,_Alaska",1
Vladivostok,"Juneau,_Alaska",1
"Wasilla,_Alaska",Alaska,1
"Wasilla,_Alaska","Anchorage,_Alaska",1
"Wasilla,_Alaska",Anchorage_metropolitan_area,1
"Wasilla,_Alaska",Bristol_Palin,1
"Wasilla,_Alaska",Larry_Csonka,1
"Wasilla,_Alaska",List_of_cities_in_Alaska,1
"Wasilla,_Alaska","Matanuska-Susitna_Borough,_Alaska",1
"Wasilla,_Alaska",Sarah_Palin,1
We_Are_the_World,2010_Haiti_earthquake,1
We_Are_the_World,We_Are_the_World_25_for_Haiti,1
We_Are_the_World_25_for_Haiti,2010_Haiti_earthquake,1
We_Are_the_World_25_for_Haiti,We_Are_the_World,1
West_Coast_of_the_United_States,Alaska,1
West_Coast_of_the_United_States,California,1
West_Coast_of_the_United_States,Contiguous_United_States,1
West_Coast_of_the_United_States,Seattle,1
Western_Collegiate_Hockey_Association,University_of_Alaska_Anchorage,1
Western_Collegiate_Hockey_Association,University_of_Alaska_Fairbanks,1
White_Americans,African_Americans,1
White_Americans,California,1
White_Americans,Hispanic_and_Latino_Americans,1
White_Americans,Non-Hispanic_whites,1
"Whittier,_Alaska",1964_Alaska_earthquake,1
"Whittier,_Alaska",Alaska,1
"Whittier,_Alaska",Alaska_Railroad,1
"Whittier,_Alaska","Anchorage,_Alaska",1
"Whittier,_Alaska","Valdez–Cordova_Census_Area,_Alaska",1
William_H._Seward,Alaska_Purchase,1
Winter_solstice,December_solstice,1
Winter_solstice,"Fairbanks,_Alaska",1
Winter_solstice,Magadan,1
Winter_solstice,Reykjavík,1
